Name, Health, NHL Team, Position, GFHL Team, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Egor Zamula, Healthy, Phi, D, FA, 14, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 13, 15.8
Brayden Pachal, Healthy, Vgk, D, FA, 9, 0, 2, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 8, 15.7
Aatu Raty, Healthy, Van, C, FA, 15, 2, 1, 0, 4, 0, 0, 0, 0, 0, 45, 38, 0, 16, 19, 5, 15.6
Rudolfs Balcers, Healthy, TB, LW- RW, FA, 17, 3, 2, -1, 4, 0, 0, 0, 0, 1, 0, 2, 0, 24, 7, 4, 15.4
Isaak Phillips, Healthy, Chi, D, FA, 16, 1, 4, -10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 6, 15.2
Lawrence Pilut, Healthy, Buf, D, FA, 17, 1, 2, -4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 6, 16, 15.2
Christian Wolanin, O, Van, D, FA, 16, 0, 3, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 16, 4, 11, 15.15
Darren Raddysh, Healthy, TB, D, FA, 12, 0, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 11, 14.9
Dysin Mayo, Healthy, Vgk, D, FA, 15, 0, 0, -8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 20, 14.9
Zac Dalpe, Healthy, Fla, C, FA, 14, 2, 2, -4, 2, 0, 0, 0, 0, 0, 25, 17, 0, 17, 15, 6, 14.8
Kaedan Korczak, Healthy, Vgk, D, FA, 10, 0, 2, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 8, 14.6
Dylan Coghlan, Healthy, Car, D, FA, 17, 0, 3, -1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 9, 14.5
Zach Sanford, Healthy, Nsh, LW- RW, FA, 11, 1, 1, -4, 2, 0, 0, 0, 0, 1, 2, 9, 0, 14, 14, 14, 14.2
Logan Brown, Healthy, StL, C- LW, FA, 28, 2, 4, -4, 6, 0, 0, 0, 0, 0, 54, 103, 0, 16, 22, 7, 14.2
Zac Jones, Healthy, NYR, D, FA, 16, 1, 1, -2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 15, 5, 16, 14.1
Austin Czarnik, Healthy, Det, RW- C- LW, FA, 23, 2, 2, -4, 8, 0, 1, 0, 0, 0, 46, 63, 0, 19, 13, 11, 14.05
Mike Reilly, Healthy, Bos, D, FA, 10, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 10, 13.8
Pavol Regenda, Healthy, Ana, C, FA, 14, 1, 2, -3, 4, 0, 0, 0, 0, 0, 1, 1, 0, 17, 8, 13, 13.7
Michael Carcone, Healthy, Ari, RW- LW, FA, 9, 2, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 1, 13.6
Grigori Denisenko, Healthy, Fla, LW, FA, 18, 0, 3, -5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 8, 13.2
Ben Meyers, Healthy, Col, RW, FA, 33, 1, 0, -7, 6, 0, 0, 0, 0, 0, 96, 90, 0, 27, 20, 11, 12.7
Cole Koepke, Healthy, TB, LW, FA, 17, 1, 0, -5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 5, 12.6
Billy Sweezey, Healthy, Cls, D, FA, 5, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 11, 12.6
Kevin Rooney, Healthy, Cgy, C- LW, FA, 17, 0, 1, -2, 7, 0, 0, 0, 0, 0, 44, 61, 0, 14, 26, 10, 12.3
Kyle Capobianco, Healthy, Wpg, D, FA, 13, 2, 0, 2, 6, 0, 0, 0, 0, 1, 0, 0, 0, 13, 10, 5, 12.2
Jakub Voracek, IR, Ari, RW, FA, 11, 1, 5, -7, 0, 1, 0, 0, 0, 0, 1, 2, 0, 17, 2, 7, 12.2
Ryan Murray, IR, Edm, D, FA, 13, 0, 3, -4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 12, 12.2
Jonny Brodzinski, Healthy, NYR, C, FA, 17, 1, 1, 3, 8, 0, 0, 0, 0, 0, 51, 45, 0, 27, 9, 4, 12.2
Andrew Agozzino, Healthy, SJ, LW- C, FA, 4, 1, 2, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 9, 12, 4, 12.1
Josh Norris, IR, Ott, C, SLC, 8, 2, 1, -1, 6, 0, 0, 0, 0, 0, 33, 24, 0, 15, 7, 6, 11.9
Ross Johnston, Healthy, NYI, LW, FA, 16, 0, 2, -1, 37, 0, 0, 0, 0, 0, 1, 0, 0, 2, 34, 5, 11.8
Byron Froese, Healthy, Vgk, C, FA, 9, 1, 1, 0, 4, 0, 0, 0, 0, 0, 31, 21, 0, 15, 11, 5, 11.4
Beck Malenstyn, Healthy, Wsh, LW- C, FA, 5, 1, 1, 2, 2, 0, 0, 0, 0, 1, 1, 0, 0, 4, 15, 2, 11.3
Brandt Clarke, Healthy, LA, D, FA, 9, 0, 2, -1, 6, 0, 1, 0, 0, 0, 0, 0, 0, 11, 3, 14, 11.15
Alexander Holtz, Healthy, NJ, RW- LW, FA, 19, 3, 1, -6, 8, 2, 0, 0, 0, 0, 0, 0, 0, 21, 6, 4, 10.6
Parker Wotherspoon, Healthy, NYI, D, FA, 12, 0, 1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 7, 10.5
Tanner Pearson, IR, Van, LW, FA, 14, 1, 4, -9, 21, 0, 1, 0, 0, 0, 7, 11, 0, 17, 20, 3, 10.45
Jake Muzzin, IR, Tor, D, FA, 4, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 10, 10.4
Mike Hardman, Healthy, Chi, RW- LW, FA, 8, 0, 0, -2, 0, 0, 0, 0, 0, 0, 6, 4, 0, 7, 25, 6, 10.4
Victor Mete, IR, Tor, D, FA, 11, 0, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 9, 10.2
Matt Luff, Healthy, Det, RW, FA, 14, 1, 1, -3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 14, 15, 5, 10.2
Derrick Pouliot, Healthy, SJ, D, FA, 8, 0, 2, -1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 9, 9.8
Joe Snively, Healthy, Wsh, LW, FA, 9, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 3, 4, 9.8
Carson Meyer, DTD, Cls, RW, FA, 13, 0, 0, -2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 6, 9.8
Max Pacioretty, IR, Car, LW, FA, 5, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 16, 4, 1, 9.6
William Eklund, Healthy, SJ, LW, FA, 8, 2, 1, -5, 6, 0, 1, 0, 0, 0, 2, 4, 0, 18, 7, 6, 9.35
Jack Rathbone, Healthy, Van, D, FA, 10, 1, 1, -1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 7, 9.3
Jesper Froden, Healthy, Sea, RW, FA, 10, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 5, 9.3
Jacob Peterson, Healthy, SJ, C- LW, FA, 6, 1, 3, -1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 10, 4, 1, 9.1
Laurent Dauphin, Healthy, Ari, C, FA, 17, 0, 0, -4, 8, 0, 0, 0, 0, 0, 63, 59, 0, 19, 17, 9, 9.1
Jacob Lucchini, Healthy, Ott, LW, FA, 11, 1, 0, -2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 14, 16, 1, 9.0
Tobias Bjornfot, Healthy, LA, D, FA, 8, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 8, 8.9
Steven Santini, Healthy, StL, D, FA, 4, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 10, 8.6
Brad Malone, Healthy, Edm, LW- C, FA, 10, 0, 0, -4, 6, 0, 0, 0, 0, 0, 26, 19, 0, 7, 26, 4, 8.6
Mac Hollowell, O, Tor, D, FA, 6, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 6, 8.6
Travis Dermott, IR, Van, D, FA, 11, 1, 0, -4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 10, 8.5
Samuel Fagemo, Healthy, LA, LW- RW, FA, 9, 2, 1, -4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 5, 6, 8.4
Anders Bjork, Healthy, Chi, LW- RW, FA, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9, 5, 3, 8.2
Egor Afanasyev, Healthy, Nsh, LW, FA, 12, 0, 0, -6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 9, 8.0
Shane Wright, Healthy, Sea, C, FA, 8, 1, 1, 4, 2, 0, 0, 0, 0, 0, 10, 21, 0, 4, 1, 6, 7.9
Otto Koivula, Healthy, NYI, LW- C- RW, FA, 8, 0, 2, 1, 4, 0, 0, 0, 0, 0, 13, 8, 0, 5, 6, 4, 7.9
John Hayden, O, Sea, RW, FA, 7, 2, 0, 2, 7, 0, 0, 0, 0, 0, 0, 1, 0, 9, 4, 3, 7.8
Milos Kelemen, Healthy, Ari, LW, FA, 9, 1, 0, -2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 9, 15, 3, 7.4
Andreas Johnsson, O, SJ, LW- RW, FA, 13, 0, 3, -6, 6, 0, 0, 0, 0, 0, 6, 7, 0, 18, 7, 5, 7.2
Nic Petan, Healthy, Min, C- RW, FA, 8, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 6, 3, 3, 7.2
Anton Stralman, Healthy, Bos, D, FA, 8, 0, 0, -3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 10, 7.2
Bobby McMann, IR, Tor, C, FA, 10, 0, 1, -2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 18, 17, 0, 7.2
Alex Nylander, Healthy, Pit, LW, FA, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 8, 9, 3, 7.0
Corey Schueneman, Healthy, Mon, D, FA, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 9, 7.0
Brett Seney, Healthy, Chi, LW, FA, 7, 1, 0, -2, 2, 0, 0, 0, 0, 0, 5, 8, 0, 9, 11, 4, 6.7
Justin Danforth, IR, Cls, RW- C, FA, 6, 2, 1, -3, 4, 0, 0, 0, 0, 0, 4, 9, 0, 10, 7, 1, 6.7
Henry Thrun, Healthy, Ana, D, FA, 2, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 6.6
Tyler Kleven, Healthy, Ott, D, FA, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 6.5
Max Willman, Healthy, Phi, C- LW, FA, 9, 0, 0, -3, 4, 0, 0, 0, 0, 0, 0, 3, 0, 9, 16, 6, 6.5
Nolan Foote, Healthy, NJ, LW, FA, 6, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 5, 3, 6.2
Aleksi Heponiemi, Healthy, Fla, C, FA, 10, 1, 2, -1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 6, 2, 1, 6.2
Jordan Spence, Healthy, LA, D, FA, 5, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 3, 6.0
Michael Kesselring, Healthy, Ari, D, FA, 8, 0, 1, -3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 5, 6.0
Zack Kassian, DTD, Ari, RW, FA, 51, 2, 0, -18, 50, 0, 0, 0, 0, 0, 3, 5, 0, 25, 32, 8, 5.9
Rourke Chartier, Healthy, Ott, C, FA, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 14, 0, 8, 10, 3, 5.8
Trey Fix-Wolansky, Healthy, Cls, RW, FA, 7, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 7, 5.7
Anton Blidh, Healthy, NYR, LW, FA, 14, 0, 0, -2, 4, 0, 0, 0, 0, 0, 1, 3, 0, 9, 18, 2, 5.7
Dylan McIlrath, Healthy, Wsh, D, FA, 6, 0, 1, -6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 7, 5.6
Charles Hudon, Healthy, Col, LW- RW, FA, 9, 0, 0, -2, 2, 0, 0, 0, 0, 0, 5, 4, 0, 18, 13, 2, 5.6
Jacob Larsson, Healthy, Ott, D, FA, 7, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 6, 5.4
Joona Koppanen, Healthy, Bos, LW, FA, 5, 0, 1, 0, 4, 0, 0, 0, 0, 0, 25, 19, 0, 2, 8, 2, 5.3
Darren Helm, Healthy, Col, C, FA, 11, 0, 0, -1, 4, 0, 0, 0, 0, 0, 31, 43, 0, 10, 16, 3, 5.2
Radim Zohorna, Healthy, Tor, LW, FA, 10, 1, 0, -2, 0, 0, 0, 0, 0, 0, 21, 20, 0, 9, 7, 2, 5.1
William Bitten, Healthy, StL, RW, FA, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 5.0
Ville Heinola, Healthy, Wpg, D, FA, 10, 0, 1, -5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 7, 4.9
Brendan Gaunce, Healthy, Cls, C- LW, FA, 5, 0, 1, -1, 2, 0, 0, 0, 0, 0, 33, 23, 0, 9, 4, 2, 4.9
Matej Blumel, Healthy, Dal, LW, FA, 6, 1, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 2, 4.8
Simon Edvinsson, DTD, Det, D, FA, 5, 1, 0, -3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 5, 4.8
John Leonard, Healthy, Nsh, LW- RW, FA, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 4.8
Lukas Rousek, Healthy, Buf, LW- RW, FA, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 4.5
Gabriel Carlsson, Healthy, Wsh, D, FA, 6, 0, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 4.5
Sampo Ranta, Healthy, Col, LW, FA, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 5, 10, 3, 4.5
Joseph Cramarossa, Healthy, Min, C, FA, 4, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1, 8, 1, 4.5
Kyle Criscuolo, Healthy, SJ, C, FA, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 1, 4.4
Danil Gushchin, Healthy, SJ, RW, FA, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 4.4
Jamie Drysdale, IR, Ana, D, FA, 8, 0, 0, -3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 6, 4.2
Roland McKeown, Healthy, Nsh, D, FA, 6, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 4.2
Jonas Rondbjerg, Healthy, Vgk, RW, FA, 13, 0, 1, -5, 4, 0, 0, 0, 0, 0, 1, 2, 0, 15, 2, 7, 4.1
Wyatt Kaiser, Healthy, Chi, D, FA, 5, 0, 1, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 4, 3.9
Tucker Poolman, IR, Van, D, FA, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 3.9
Vincent Iorio, Healthy, Wsh, D, FA, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 3.9
Dominic Toninato, Healthy, Wpg, C- LW, FA, 4, 0, 1, 1, 2, 0, 0, 0, 0, 0, 3, 5, 0, 5, 4, 1, 3.8
Kyle Clifford, Healthy, Tor, LW, FA, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 3.8
Samuel Walker, Healthy, Min, LW, FA, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 1, 3.8
Alex Vlasic, Healthy, Chi, D, FA, 3, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 7, 3.7
Gustav Olofsson, Healthy, Sea, D, FA, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 4, 3.7
Marco Rossi, Healthy, Min, C, FA, 16, 0, 1, -4, 6, 0, 0, 0, 0, 0, 56, 67, 0, 11, 4, 7, 3.6
Hunter McKown, Healthy, Cls, C, FA, 6, 0, 1, -3, 4, 0, 0, 0, 0, 0, 25, 12, 0, 8, 3, 2, 3.6
Thomas Bordeleau, Healthy, SJ, C, FA, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3.5
Alec Regula, Healthy, Chi, D, FA, 4, 0, 0, -3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 8, 3.5
Aidan McDonough, Healthy, Van, LW, FA, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 4, 0, 3.5
Olle Lycksell, Healthy, Phi, RW, FA, 8, 0, 1, -3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 7, 3.5
Bokondji Imama, Healthy, Ari, LW, FA, 5, 0, 0, -2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 3.4
Taylor Fedun, Healthy, Pit, D, FA, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 4, 3.4
Buddy Robinson, Healthy, Chi, RW, FA, 7, 0, 0, -2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 8, 11, 1, 3.4
Elliot Desnoyers, Healthy, Phi, LW, FA, 4, 0, 0, -2, 0, 0, 0, 0, 0, 0, 8, 14, 0, 3, 9, 4, 3.4
Nikolai Knyzhov, Healthy, SJ, D, FA, 9, 1, 0, -13, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 3.3
Jacob Moverare, Healthy, LA, D, FA, 2, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 4, 3.0
Justin Kirkland, IR, Ana, LW, FA, 7, 0, 0, -3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5, 8, 3, 3.0
Arnaud Durandeau, Healthy, NYI, LW, FA, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 9, 3, 2, 3.0
Jeffrey Viel, Healthy, SJ, LW, FA, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 2, 3.0
Nikita Nesterenko, Healthy, Ana, LW, FA, 6, 1, 0, -2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 12, 3, 0, 2.9
Dave Gust, Healthy, Chi, RW, FA, 4, 1, 0, -2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 1, 2.9
Austin Strand, Healthy, Buf, D, FA, 5, 0, 0, -2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4, 2.8
Mikhail Maltsev, Healthy, Col, LW, FA, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 0, 4, 4, 2, 2.7
Andy Andreoff, Healthy, NYI, LW- C, FA, 3, 0, 1, -3, 0, 0, 0, 0, 0, 0, 3, 4, 0, 1, 7, 1, 2.6
Oskar Steen, Healthy, Bos, C, FA, 2, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 0, 2.4
Nathan Smith, Healthy, Ari, LW- C, FA, 4, 0, 0, -1, 4, 0, 0, 0, 0, 0, 9, 11, 0, 2, 6, 3, 2.4
Nicholas Abruzzese, Healthy, Tor, C, FA, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2.3
Luke Philp, Healthy, Chi, C, FA, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 4, 0, 2.3
Kristian Reichel, Healthy, Wpg, C- RW, FA, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2.2
Chris Wagner, Healthy, Bos, RW- C, FA, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 6, 1, 2.1
Alex Galchenyuk, Healthy, Col, LW- RW, FA, 10, 0, 0, -6, 4, 0, 0, 0, 0, 0, 4, 3, 0, 8, 10, 3, 2.0
Adam Beckman, Healthy, Min, C- LW, FA, 9, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 3, 2, 2.0
Fredrik Karlstrom, Healthy, Dal, C, FA, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 1.9
Connor McMichael, Healthy, Wsh, C- LW, FA, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 1, 0, 2, 2, 3, 1.9
Drake Caggiula, Healthy, Pit, LW- RW, FA, 4, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 6, 1, 1.9
Matthew Highmore, Healthy, StL, C- LW- RW, FA, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 1.9
Glenn Gawdin, Healthy, Ana, C- RW, FA, 3, 0, 0, -1, 0, 0, 0, 0, 0, 0, 8, 14, 0, 3, 4, 3, 1.9
Justin Richards, Healthy, Cls, C- RW, FA, 2, 0, 1, -1, 0, 0, 0, 0, 0, 0, 5, 8, 0, 0, 4, 0, 1.9
James Hamblin, Healthy, Edm, RW, FA, 10, 0, 0, -3, 2, 0, 0, 0, 0, 0, 27, 15, 0, 12, 2, 1, 1.8
Vladislav Kolyachonok, Healthy, Ari, D, FA, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1.8
Filip Hallander, Healthy, Pit, C, FA, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1.8
Lucas Johansen, Healthy, Wsh, D, FA, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1.8
Sean Farrell, Healthy, Mon, LW- C, FA, 3, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1.8
Dakota Mermis, Healthy, Min, D, FA, 2, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 1.7
Nikita Soshnikov, Healthy, NYI, RW, FA, 3, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 8, 0, 1.7
Jackson Cates, Healthy, Phi, C, FA, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 4, 3, 1, 1.7
David Jiricek, Healthy, Cls, D, FA, 2, 0, 0, -4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 1.7
Sam Poulin, Healthy, Pit, RW- LW, FA, 3, 0, 1, -3, 2, 0, 1, 0, 0, 0, 8, 9, 0, 2, 3, 1, 1.55
Riley Tufte, Healthy, Dal, LW, FA, 3, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1.4
Akito Hirose, Healthy, Van, D, FA, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1.3
Jonathan Gruden, Healthy, Pit, C, FA, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 0, 0, 4, 1, 1.3
Josh Dunne, Healthy, Cls, C, FA, 5, 0, 0, -3, 4, 0, 0, 0, 0, 0, 12, 13, 0, 0, 9, 1, 1.2
Austin Wagner, Healthy, Chi, LW, FA, 2, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 1, 1.2
Filip Kral, Healthy, Tor, D, FA, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1.0
Taro Hirose, Healthy, Det, LW, FA, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0.9
Connor Brown, IR, Wsh, RW- LW, FA, 4, 0, 0, -3, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 6, 1, 0.9
Mark Borowiecki, IR, Nsh, D, FA, 4, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0.9
Lucas Carlsson, Healthy, Fla, D, FA, 2, 0, 0, -1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0.9
Steven Fogarty, Healthy, Min, C- RW, FA, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 3, 0, 0.9
Maxime Lajoie, Healthy, Car, D, FA, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0.8
Callahan Burke, Healthy, Col, C, FA, 2, 0, 0, -1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 1, 2, 0.8
Spencer Stastney, Healthy, Nsh, D, FA, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0.8
Marian Studenic, Healthy, Dal, RW, FA, 3, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0.8
Nick DeSimone, Healthy, Cgy, D, FA, 4, 0, 0, -4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 0.8
Jan Jenik, Healthy, Ari, C- RW, FA, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0.7
Tyce Thompson, Healthy, NJ, RW, FA, 2, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0.6
Tyler Benson, IR, Edm, LW- RW, FA, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0.6
Semyon Der-Arguchintsev, Healthy, Tor, RW, FA, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5
Cole Bardreau, Healthy, NYI, RW, FA, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0.4
Jean-Sebastien Dea, Healthy, Ari, C, FA, 4, 0, 0, -2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 3, 1, 0.4
Jean-Luc Foudy, Healthy, Col, RW, FA, 9, 0, 0, -3, 6, 0, 0, 0, 0, 0, 0, 3, 0, 12, 2, 2, 0.4
Marco Kasper, Healthy, Det, C, FA, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 1, 3, 0, 0.4
Dan Renouf, Healthy, Bos, D, FA, 1, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 2, 0.3
Marc McLaughlin, Healthy, Bos, C, FA, 2, 0, 0, -1, 2, 0, 0, 0, 0, 0, 6, 5, 0, 3, 2, 0, 0.3
